total_rooms,population,median_income,median_house_value
1651,856,3.5046,118300
1737,747,3.9,147000
568,267,1.8095,78100
1139,623,2.2833,85800
2901,1426,1.5633,84500
444,1107,3.4191,137500
3425,2469,0.9393,88900
3494,1571,1.1019,120200
4362,2053,1.7284,74500
2976,1181,2.2621,85100
3263,1290,2.575,130300
2551,1011,4.3309,125200
7744,3316,3.0253,111400
2236,974,3.2016,97000
7212,3264,3.1125,122600
5690,2887,3.0625,116300
140,84,2.125,179200
2923,1371,2.2925,85800
677,379,1.6797,94800
502,311,1.5481,200000
857,520,0.987,112500
1457,802,0.9566,69000
957,513,1.3672,55000
1741,753,2.0064,77900
7272,5022,1.6911,98800
1890,974,1.6827,78700
5051,2948,1.5863,81300
2242,1160,1.7426,60300
2978,1879,1.5064,66300
1222,708,2.0288,116700
5103,2456,4.5032,159700
2741,1217,3.7007,139200
1453,904,3.5735,89600
549,275,3.5375,153100
2202,1109,2.8306,87500
3759,1705,4.712,158600
1535,726,2.3833,95100
1465,745,3.0625,93800
2867,1203,2.7143,95300
3996,1786,3.5189,141300
858,47,2.4028,67500
1468,611,2.3036,73000
1527,665,2.8657,119600
4591,1904,2.2419,93200
1742,721,2.4537,117900
3835,1456,2.5374,97200
1958,875,2.3507,97600
3744,1532,2.3079,95300
3974,1610,2.6147,107700
2672,1151,2.567,102900
743,395,1.625,88300
2754,1063,1.4048,86500
945,385,2.1838,58000
1503,699,1.875,84000
1612,837,2.963,89500
1677,770,2.6823,93400
790,365,2.1912,115200
2221,952,2.0458,105700
1535,664,2.3068,97300
2636,1184,2.7863,108600
1384,557,2.0882,104900
2487,1110,3.1061,110200
1676,733,1.7875,103800
908,481,2.2,80800
2263,1138,2.3403,87300
2447,1157,1.8245,85500
2431,1026,2.5428,85000
1759,788,1.8125,93500
1599,794,3,96700
2598,1151,2.8182,109700
2063,934,1.7788,85800
1173,523,1.0625,92800
1296,569,1.8616,70500
1808,763,2.3711,121800
2748,1174,3.066,102600
3502,1763,2.9625,101200
2836,1163,3.13,168300
1619,705,2.4623,126100
1646,750,2.3798,83800
2888,984,1.9766,92600
1677,844,2.3958,111200
1896,893,1.6948,87500
1583,730,2.3895,87500
2828,986,2.8871,94700
632,221,2.3684,62500
1483,481,1.4896,83300
2490,1229,2.3917,85700
818,358,1.7708,79500
1957,945,1.7308,53600
1733,1861,1.5771,65200
886,576,2.1467,84100
5549,1822,2.9562,142300
848,436,3.9028,93800
1652,790,3.0446,90800
1554,553,3.2174,91800
3720,1304,2.6921,97500
1806,683,4.5156,91200
1030,448,2.4821,73800
1028,471,2.9688,86400
3585,1887,2.502,62100
3085,1688,2.334,72200
1551,684,2.0357,57600
827,396,0.8024,58300
1050,485,1.1607,51700
1064,603,1.3654,57900
1885,871,1.6352,53100
2023,1073,1.5714,56100
2409,1384,1.9956,58000
1865,1087,1.6389,56700
1947,925,2.1658,57600
2105,974,1.6346,63300
1610,909,1.8661,59800
1387,640,1.4833,65200
202,145,0.8252,42500
3215,2041,1.0585,45100
1438,779,1.3289,39400
1537,617,1.5313,50300
2896,1809,1.8047,53800
1724,939,2.4952,53900
461,284,2.2045,41800
2505,1174,2.9965,88900
1462,569,3.2833,82600
1217,677,2.6563,63600
2628,1364,2.0455,59400
2278,1185,1.3611,60600
1340,662,2.6071,57100
1434,811,1.7727,49000
2119,1079,2.3566,80400
3659,1970,2.425,96200
189,121,3.0208,60000
720,359,2.5313,61300
2515,1284,2.1776,73800
2599,1241,1.9943,86300
1003,1098,1.7552,86400
1217,537,2.6607,84600
812,374,2.7891,73500
2220,1170,2.3224,56200
1852,911,1.7885,57000
1210,523,1.91,63900
2330,1505,2.0474,56000
842,635,1.8355,63000
2596,1100,2.3243,85500
1019,501,2.5259,81300
1432,862,2.2813,57600
1814,941,2.1728,59400
1687,864,2.4943,81900
1105,408,3.3929,82100
4221,1516,2.3816,116000
1566,785,2.5,116100
2745,1150,2.3654,94900
1199,463,2.9063,92200
736,339,2.2875,79900
7450,2233,2.6528,133000
3758,1777,3,122600
1003,538,2.9821,90400
3120,1319,2.0472,93200
2029,1000,4.0109,125900
3585,1800,3.636,133100
7188,3175,3.8488,130600
3095,1341,2.1382,104000
2685,1061,2.5473,101600
2967,1387,2.0417,92600
4110,1796,2.6417,122300
763,311,2.4583,112500
1326,563,2.6667,86600
1435,668,2.5667,77400
2912,999,2.7344,91900
1463,529,3.024,100900
1411,592,1.625,94700
1504,661,2.2604,84800
4300,1480,2.8208,139900
3757,546,3.75,121400
2962,252,4.4063,155800
5497,997,2.9821,111500
4401,924,2.6942,123500
4495,1149,2.5352,113700
3486,298,3.3542,103800
3297,267,3.075,108300
1568,82,3.125,77500
1096,657,2.7841,65800
1548,815,2.9489,67500
3832,2435,2.2754,59200
6440,3266,2.7137,72000
1446,670,3.2625,92800
224,120,3.017,112500
266,154,2.25,75000
1064,434,3.125,108000
4169,2587,2.331,65500
1064,494,2.875,61500
2791,1395,2.5625,62700
1629,551,1.7463,68800
1592,781,2.2679,69100
1989,985,2.5556,75800
1214,660,2.4559,75000
701,271,2.1845,112500
3144,1095,3.4402,192400
2549,1169,3.6694,209400
2019,888,3.2619,183800
9217,3578,5.0016,189100
7957,4460,4.9618,156500
7105,3523,5.0468,168800
3388,1707,3.6411,162800
3079,1562,5.1041,172900
3861,2085,3.3558,129700
1046,527,4.375,213500
1014,704,1.6554,119400
1710,861,2.8828,131100
1850,1348,3.8125,125400
2396,1391,3.2813,151400
2055,1064,4.7426,263100
1962,825,4.8958,187100
2005,972,2.2216,156700
4980,2399,5.7104,186300
3258,1779,4.6587,152500
2479,1075,5.1017,241400
14684,4276,6.9051,340900
1428,989,3.691,154400
1999,967,4.4583,253900
2273,1088,2.2532,109400
1942,1074,2.2361,105100
1124,528,2.2639,128500
176,101,2.2361,93800
1017,798,2.1719,99100
1120,625,1.5988,96400
3018,1614,3.4722,127000
66,37,0.536,87500
2688,1216,4.4491,133900
4032,1749,3.1728,146800
3090,1588,3.6118,124700
3184,1399,2.7234,110200
3058,1351,3.5179,130800
2371,1094,5.3245,174500
2983,1417,3.9861,168100
2807,1315,4.8194,170400
2331,1086,5.1435,150800
3995,1969,5.0164,165200
1265,587,2.6364,93500
2070,985,2.8466,113400
2724,1400,2.905,97300
3268,1714,4.4583,131000
3364,1806,4.2647,133400
2269,1239,2.0411,100000
6365,3838,2.5495,103600
1710,799,4.8359,145300
1150,572,4.9167,152400
1970,935,4.4853,145900
2741,1507,4.7566,142500
2572,1384,1.7161,75800
4545,2188,3.3625,126100
2380,1292,4.6029,142600
2919,1456,5.6779,164700
1141,562,2.5893,108500
4156,1878,5.6506,178600
3646,1651,5.7321,164700
2738,1316,3.5368,122500
3077,1575,5.5,179500
5623,2429,5.4409,205100
2769,1045,4.1111,158600
1489,838,1.2024,90200
242,188,1.3958,67500
2264,1403,2.7083,99400
1225,725,2,101400
2982,1831,2.0034,87700
2112,1249,2.5737,87000
2707,1827,3.3371,94600
1560,1037,3.6154,181800
3644,2229,3.1389,117800
2605,1352,4.1947,140300
5329,2827,2.7374,150000
4114,1994,4.2227,134400
721,367,5.3098,151900
4075,2239,3.5857,165200
3216,1504,5.25,161700
2171,928,4.1016,170500
3787,1606,5.5676,174200
2713,1475,4.8542,144100
2203,1051,4.9783,163900
3639,2362,3.0042,103900
1497,943,2.1417,122200
2604,1696,4.6628,136000
2750,1526,5.102,156500
1000,663,4.0972,99200
3779,2356,3.5129,110600
1930,990,4.1094,162200
2677,1288,6.0497,177500
1632,879,6.1237,166000
2294,1142,5.3363,160800
1524,940,5.1337,154800
5526,3207,4.0767,143100
1654,1141,1.4871,87100
2691,1409,3.016,95300
3360,2041,2.1013,100700
5765,3266,2.7907,113900
2176,1410,3.5436,100200
1840,1288,4.2067,125000
2966,1687,3.4817,129800
2505,1595,2.5833,83500
3685,1939,3.7043,139800
2810,1640,3.3661,98500
1465,817,4.8693,156900
2341,1235,6.0424,165900
1625,825,2.0523,133900
118,54,2.5795,225000
2378,940,2.9583,166000
2123,859,1.8523,144800
1760,741,4.5,178300
1262,608,2.1974,139300
2821,1206,2.5481,150800
1800,761,5.1265,196100
1313,575,3.1711,116100
1345,718,3.3831,129400
6992,3221,4.2042,166400
1300,691,3.9519,126500
1738,837,3.609,135700
2225,864,4.1189,172400
1742,1128,3.8824,113700
4308,2086,3.6523,159700
978,462,3.625,156300
10191,4377,5.2015,204200
3424,1460,5.76,212600
4657,1914,5.0509,199900
3073,1773,5.4496,205400
3913,1782,5.1297,206700
2864,1300,4.3875,287700
2643,1105,6.6579,245200
5303,2017,6.9961,294100
4371,1790,6.135,297300
5381,2296,5.6875,211000
1660,741,4.675,225400
4326,1753,5.6931,269600
3796,1679,4.3571,228200
1374,569,6.3699,235500
3310,1811,4.5401,166900
6915,2940,4.0154,186100
1705,856,3.7262,211800
1692,836,5.0172,197100
1784,788,4.2917,189600
9135,3748,6.0859,266000
2213,950,4.7386,186400
2199,1025,4.5893,190000
3173,1351,5.0672,243000
1043,425,4.8702,235600
1217,552,5.0445,196200
7136,2959,3.9816,182000
1408,738,4.175,169400
4162,1804,2.5459,179300
4005,1896,2.5268,235700
2639,1111,3.5057,205100
1260,707,2.892,220800
4043,1832,5.0761,233200
2185,943,4.725,232100
1454,683,4.475,265700
1339,601,6.0265,247900
6895,2634,6.1922,273200
3077,1447,3.2484,91100
1504,749,3.2,134500
2765,1478,4.125,136200
60,65,6.1359,250000
2445,721,2.8043,87500
1319,384,1.8229,137500
2476,1213,3.7333,136400
1085,356,2.3462,75000
1209,627,1.3894,156300
974,631,2.3152,140600
3577,1753,5.7295,178300
3228,1666,4.5707,175900
2675,1378,3.8897,139900
2842,1261,3.6042,138200
2965,1591,4.6375,178200
3103,1614,4.9022,169300
2247,1237,4.45,161900
1755,882,4.59,166600
1254,498,3.4531,148900
1476,777,3.5179,165500
2001,956,4.317,194000
1013,436,5.1118,226900
2491,1171,5.1021,202800
3012,1288,3.6449,211500
1797,756,2.8456,165500
1474,782,3.4187,161700
4035,1881,5.4607,192300
2030,867,5.0915,193200
2293,969,4.4536,184000
2839,1372,6.2135,217200
1192,535,4.9219,182000
404,237,4.525,161300
1256,638,4.0507,161000
1900,918,3.7841,144900
2739,1072,6.1436,259500
1691,807,6.1168,210500
1330,656,5.0092,244100
1433,877,4.7891,184800
1838,899,5.2145,229200
3418,1583,3.6133,196100
2987,1420,3.65,204100
1977,817,5.7512,240200
2714,1232,5.9617,231100
2738,1316,5.2442,213200
2823,1271,5.1333,207200
3320,1470,4.6071,184100
3364,1980,3.7,179000
4071,2033,4.5833,190700
3216,1627,3.0859,167800
4253,1883,5.431,246700
5048,2209,3.1573,126700
3324,1470,7.6166,260400
2756,1228,5.5872,200600
6290,2724,6.7371,267400
2984,1317,6.7821,265900
3259,1250,5.3794,206200
2342,1191,4,171000
1613,865,3.25,151100
2470,1174,2.9861,160900
3968,2629,2.9915,166700
2913,1705,2.9097,106300
6445,3621,2.5841,112500
1323,705,3.1968,151000
1143,578,2.2411,151800
2190,1154,3.8456,159800
1207,724,3.6964,165700
2587,1500,1.837,175000
3513,1875,3.1838,182000
563,246,5.4482,190800
3866,1555,6.0901,298200
2615,935,6.6727,305100
2636,1142,2.1083,162500
3287,1601,3.1719,220500
1205,608,2.4519,208300
1955,804,4.9485,202300
3526,1660,5.6642,237000
3516,1465,4.2569,213100
3741,1339,6.7061,322300
3192,1317,4.125,267100
1619,706,6.0704,268000
2077,937,6.3809,273600
2214,848,6.8145,339200
2652,1062,7.5898,330200
1653,814,3.1406,163100
5732,2444,5.6292,231400
2105,993,4.6602,227800
866,341,4.7188,197100
5175,2804,2.85,144600
5541,2214,5.5777,279300
4712,1773,6.0918,344800
4274,1503,4.0473,266500
7803,2957,4.45,184900
12713,4741,4.7094,234700
5077,1872,7.4713,351200
3318,1124,6.5847,358800
10093,3645,7.6877,367700
5438,2310,5.0362,275300
5393,2133,4.1612,232800
5869,2669,2.6998,216100
4985,2575,3.1002,114300
1544,614,5.0255,226000
7201,3264,3.7433,252100
3872,1629,4.4312,225000
2377,1068,4.4561,250000
1733,796,6.195,264900
1731,810,5.0391,259800
1550,638,3.6833,292500
1075,486,5.0499,306800
9576,3486,7.0895,306900
3410,1428,4.3864,266800
3018,1223,6.2924,283900
4133,1691,5.1097,288000
2139,809,5.5636,268800
757,319,5.6558,263300
4781,1879,6.5378,340900
2296,847,6.7192,397500
4125,1699,2.9526,271000
2676,986,4.6528,335700
1677,689,4.2625,310600
2423,998,7.5349,349100
4498,1818,4.8088,321200
5467,2310,5.6986,275800
6349,2450,7.5,356200
3250,1230,4.6424,312700
3025,1035,6.112,390600
6039,2181,9.5862,469400
1980,861,6.2726,258200
6719,2843,6.1265,260300
2564,1043,6.2048,275000
831,404,3.375,350000
1127,518,6.3325,250000
5721,2653,6.2631,266000
2559,1238,6.2781,269800
1407,501,2.4821,157200
3326,1272,6.8806,343500
5121,2464,6.6204,296100
5688,2111,6.6131,312500
3354,1457,7.6473,345800
2498,1027,8.155,343700
2903,1127,5.5921,359100
6488,2404,8.3188,403400
3279,1222,7.9168,356000
11336,4089,7.8287,369200
3873,1451,6.7857,341300
14652,5613,6.3942,356700
3865,1548,9.7037,425100
6875,2889,4.6932,356100
2255,876,10.3345,461400
452,140,12.5915,432400
227,114,3.1591,434700
200,25,15.0001,350000
3743,1633,6.7027,381900
7241,3221,7.2216,324600
2865,1376,7.9393,399300
1879,729,7.7072,443800
3917,1330,6.5617,386600
2206,926,4.6042,256400
1248,579,3.375,200000
5948,1997,9.8708,500001
8213,3283,5.1755,294800
465,146,4.9018,188500
6200,2286,7.6518,359300
3521,1396,8.2673,358700
3031,1087,7.3732,287300
3056,1209,8.4352,441400
3004,1145,7.2655,494000
8953,3011,10.7372,500001
1029,416,13.4883,500001
7479,2744,7.5139,398200
7681,2777,9.5271,500001
3209,1199,12.2478,500001
2939,1177,8.0839,372000
9117,3280,8.003,351300
7178,2823,9.0776,450400
10212,4083,8.039,382200
4949,1850,10.4549,500001
827,368,6.5095,294400
5738,2099,10.3224,500001
5683,1962,8.3678,455300
880,352,6.8686,406500
3282,1398,5.2079,310300
2372,1067,4.3235,279500
4005,1602,6.4666,348200
2785,1001,8.0448,433300
3227,1260,4.125,257100
744,295,2.7411,350000
1820,728,10.3713,426100
6986,2865,6.2275,394400
1077,590,3.5536,387200
2059,410,2.3971,99400
2947,825,2.933,85000
6130,1750,2.9167,102700
7475,2092,3.6437,186500
1025,263,3.12,155000
5187,1512,4.4551,252400
1102,317,3.5893,206300
2405,680,2.4896,73400
3701,1511,7.2315,367100
5484,2212,7.6202,402600
3398,1351,6.5814,314200
5252,1870,8.0074,454100
1320,1722,11.7064,500001
4048,1486,7.6717,416500
2269,918,6.6657,364500
5130,1887,7.203,369900
2045,830,11.3421,500001
6201,2415,4.5744,314000
9147,3371,7.3267,389900
2131,874,5.6349,355600
4596,1480,7.52,370200
3359,1298,8.1586,404300
542,231,4.9,354200
4449,1684,8.9571,399700
1779,721,8.7589,434500
3633,1393,7.6917,401800
3626,1348,7.6107,423200
1261,472,6.917,438000
95,31,2.4444,475000
3881,1315,7.3195,367500
1065,398,7.7736,378100
7200,2428,10.9405,500001
2107,740,10.3416,500001
4760,1511,9.0064,500001
4845,1634,8.1489,499000
7505,3325,5.2699,204200
1584,615,6.4753,166800
17032,7653,5.5601,213700
1133,716,2.875,162500
2836,959,10.5815,500001
11444,3898,13.2949,500001
3477,1216,13.1499,500001
4711,2089,8.3209,485400
3129,1606,2.9591,210100
3084,1557,5.1582,194700
4026,1850,4.1483,181200
3153,1318,6.8642,285400
3241,1552,6.6134,307000
2808,1038,8.3956,353600
2638,1055,8.1163,365800
1780,764,9.0243,427700
2085,852,7.3445,366700
5332,2093,5.2798,237400
2541,986,7.1978,288000
1610,703,8.7059,329400
1299,533,6.2296,291700
3421,1341,7.5695,320400
2876,1089,6.299,286900
2169,877,6.6049,312600
1469,578,5.9346,253600
1803,946,5.7001,205100
3338,1834,5.6293,197600
2150,1094,6.0224,198500
6306,2581,6.7741,310700
1350,490,3.125,171100
1736,638,2.5517,147100
2735,1076,3.6154,155700
3029,1236,5.6022,197000
2239,928,4.4474,203700
1685,835,2.3103,134500
1631,752,3.9345,150200
2512,1179,2.694,123000
1255,779,1.6767,147700
7999,3596,5.0969,174200
2335,980,3.4471,178900
4986,2805,4.025,173200
2159,981,4.3173,175400
1712,956,4.4394,162000
3735,1708,4.621,191100
4123,1895,3.2759,195000
3801,1654,4.375,193300
2038,947,5.1178,198000
4921,2312,5.8899,243200
3455,1375,6.0289,218600
3846,2053,5.0473,184800
3751,1949,5.7862,269400
2084,1154,6.0102,235600
2978,1531,6.5006,237700
2338,1003,4.2269,170500
678,318,5.2375,246400
1216,572,5.8418,240300
1592,969,6.1576,248700
6265,3326,6.2073,272900
2133,850,5.1046,209800
1579,734,5.5,201000
15259,7266,6.0666,272400
4030,1777,3.6393,184000
2854,1211,3.5353,164700
3426,1512,4.4911,227400
1811,911,3.375,149700
7578,3637,4.4387,190000
1887,895,4.45,196600
1794,810,3.8343,191400
2172,945,4.3958,194200
1425,573,4.35,185000
6508,3259,4.2348,157800
3807,1821,3.6518,164300
2347,1135,3.9722,161000
3054,1495,4.6944,171100
3779,2493,2.9781,109000
3108,1687,4.3333,170800
4865,2315,4.2852,173500
2275,1233,4.0437,162800
1531,1271,2.6167,85100
2850,1024,6.0115,175000
3999,1591,3.911,112500
44,23,4.125,212500
246,316,0.716,104200
1157,956,1.5347,80400
408,302,1.8333,69800
215,100,1.6023,81300
1298,716,0.9797,76400
1572,1046,0.7403,68600
60,42,1.4583,67500
2014,1354,3.9773,131300
3756,2237,3.7562,132900
392,287,6.0426,110000
1991,1139,2.0353,113600
2178,1545,2.5863,112200
2892,2104,3.2188,113800
1595,991,4.6937,134100
1156,643,4.5,156600
5151,2548,3.3125,158800
1967,1144,4.4135,150100
1982,1179,3.5463,130800
2237,1438,2.3382,120700
1222,819,3.9118,129400
2191,1563,2.5164,114200
1899,1357,1.875,97200
1326,1023,2.0724,97700
2449,1801,2.6328,110300
1428,1272,2.5461,93900
950,1073,1.8664,107800
1728,934,3.375,133700
2070,784,4.0417,182800
1612,887,2.5769,146100
2099,1135,2.1915,120800
6487,3408,2.1991,133300
1817,1220,2.5382,103600
2751,1390,3.7277,165100
1901,833,5.5196,210800
1141,434,3.9464,186900
1627,848,3.7708,144600
1226,590,2.8833,140400
1882,797,3.5848,140800
1876,807,3.1571,141600
1695,719,3.9417,139100
1769,828,4.0526,150800
1128,702,3.6719,134100
1585,981,3.0313,135800
1543,777,4.0927,142600
1675,806,3.0694,135300
1788,933,2.875,133400
1986,1041,3.2333,135100
1340,766,3.2833,111700
2142,1318,3.0737,111600
1485,971,3.6094,114600
1042,773,2.7714,104700
2313,947,3.942,143300
1917,936,2.7391,140300
1611,786,1.681,145500
2206,989,3.125,143900
2112,1406,2.3456,105200
1880,1358,1.6571,105200
1275,844,2.8967,95600
1066,729,1.5139,81700
907,479,3.0862,79000
844,583,0.9687,105800
1540,1007,1.3365,72900
2591,1638,1.822,79700
969,599,1.3167,71600
1334,1048,1.7865,88000
1995,1182,2.3352,84300
369,371,1.6,79400
1258,885,3.05,121600
1064,912,1.0521,69100
3150,1798,1.75,37900
3507,1224,5.0524,269800
3453,1353,4.016,274500
154,89,3.2875,275000
2515,1327,2.1287,95000
2002,1166,1.7257,91500
1891,1047,1.7727,86100
1796,1107,1.9375,87000
709,644,0.8641,84200
1954,1437,1.125,93800
921,585,1.9224,94000
215,126,1.3929,104200
2851,1285,4.2895,186800
2326,1356,2.3475,90300
2158,1220,3.0156,111500
2389,1672,1.4423,88300
2225,1304,2.64,112100
268,198,3.2222,156300
2304,1377,5.0187,140600
3887,2512,2.2301,122400
4649,2606,3.2674,129100
2669,1341,2.6399,119600
2955,1417,2.7628,167800
2549,1060,3.6417,178400
3924,1992,4.1146,177800
2505,872,5.3433,286500
2403,917,5.0399,253400
3056,1103,5.1067,247300
1911,697,6.2712,267700
3943,1524,6.0677,321600
583,235,5.943,288200
1736,602,6.516,401000
2254,715,4.5,304000
1526,696,3.5089,261900
296,216,2.675,22500
1014,537,2.8456,183300
1250,631,3.724,220100
1895,983,2.5,195800
1119,565,3.3594,186900
2116,900,4.1587,212200
1615,710,4.0804,239000
1432,681,2.7243,218100
2686,1159,2.9441,200400
2866,1305,3.6321,209100
2125,912,2.9219,217200
2053,873,3.4091,223000
1102,688,2.3946,141700
1772,880,2.2672,162500
1450,568,6,311400
2591,905,5.1691,263200
2085,748,4.0536,262000
2085,796,5.5357,273700
2657,1131,4.4286,234900
2501,805,6.5576,358500
3191,1148,6.3538,333700
1369,490,4.1212,287500
3009,1053,5.828,324400
1930,692,6.3669,315500
2083,685,7.3089,331200
2739,1259,3.7557,109400
2672,1298,1.9797,85800
3159,1343,2.4805,73200
3461,1947,2.5795,68400
3140,1645,1.6654,74600
3003,1530,1.7038,78300
3810,1993,2.0074,66900
2673,1282,2.4605,105900
2715,1532,2.1829,69500
2696,1208,2.275,122400
1668,841,2.1336,75000
2677,1244,3.0313,103600
3276,3546,2.2868,103100
1880,743,2.9688,152700
1504,660,3.13,116700
2920,1382,2.0202,71100
1451,467,1.5536,212500
430,36,2.625,187500
1058,851,2.02,87500
2046,952,1.7245,92200
1789,1134,2.32,91300
2180,755,2.5875,173400
1709,97,2.4917,200000
1485,406,1.9667,84600
856,388,3.1806,107200
